,episode_name,dialogue,person_scene,season,episode,persons_bert,num_sentences
656,Series 01 Episode 03 – The Fuzzy Boots Corollary," Right. Lesley, I would like to propose an experiment.",Leonard,01,03,['Lesley'],2
658,Series 01 Episode 03 – The Fuzzy Boots Corollary," Pfff, I’ve done it, about two seconds, 2.6 for minestrone. Anyway, I was thinking more of a bio-social exploration with a neuro-chemical overlay. ",Leonard,01,03,[],2
660,Series 01 Episode 03 – The Fuzzy Boots Corollary," I was going to characterise it as the modification of our colleague/friendship paradigm, with the addition of a date-like component. But we don’t need to quibble over terminology. ",Leonard,01,03,[],2
662,Series 01 Episode 03 – The Fuzzy Boots Corollary," There is a generally accepted pattern in this area, I would pick you up, take you to a restaurant, then we would see a movie, probably a romantic comedy featuring the talents of Hugh Grant or Sandra Bullock. ",Leonard,01,03,"['Hugh', 'Sandra']",1
664,Series 01 Episode 03 – The Fuzzy Boots Corollary," Heartrate, pheromones, etc, yes. ",Leonard,01,03,[],1
666,Series 01 Episode 03 – The Fuzzy Boots Corollary," You mean, kiss you now?",Leonard,01,03,[],1
668,Series 01 Episode 03 – The Fuzzy Boots Corollary,Can you define the parameters of the kiss?,Leonard,01,03,[],1
670,Series 01 Episode 03 – The Fuzzy Boots Corollary,Thank you. (Takes mint). Shall I count down from three?,Leonard,01,03,[],3
673,Series 01 Episode 03 – The Fuzzy Boots Corollary," You proposed the experiment, I think you should present your findings first.",Leonard,01,03,[],1
675,Series 01 Episode 03 – The Fuzzy Boots Corollary,None?,Leonard,01,03,[],1
677,Series 01 Episode 03 – The Fuzzy Boots Corollary," Ah. Well, thank you for your time.",Leonard,01,03,[],2
679,Series 01 Episode 03 – The Fuzzy Boots Corollary,None at all?,Leonard,01,03,[],1
695,Series 01 Episode 03 – The Fuzzy Boots Corollary," Oh, we tried kissing, but the earth didn’t move. I mean any more than the 383 miles that it was going to move anyway. ",Leonard,01,03,[],2
706,Series 01 Episode 03 – The Fuzzy Boots Corollary," I know what you’re thinking, I’ve taken your asthma into account. There’s a feline geneticist in San Diego who has developed the cutest little hypo-allergenic calicos. ",Leonard,01,03,[],2
708,Series 01 Episode 03 – The Fuzzy Boots Corollary," I’ve been thinking about names, I’m kind of torn between Einstein, Newton and Sergeant Fuzzyboots. ",Leonard,01,03,"['Einstein', 'Newton', 'Sergeant']",1
710,Series 01 Episode 03 – The Fuzzy Boots Corollary," Maybe, if it’s a cute little cuddly cat.",Leonard,01,03,[],1
712,Series 01 Episode 03 – The Fuzzy Boots Corollary," It doesn’t matter. The woman’s not interested in me, the woman rejected me. ",Leonard,01,03,[],2
714,Series 01 Episode 03 – The Fuzzy Boots Corollary," You’re right. I didn’t ask her out, I should ask her out.",Leonard,01,03,[],2
716,Series 01 Episode 03 – The Fuzzy Boots Corollary," No, but you’re right. I should march over there and ask her out. ",Leonard,01,03,[],2
720,Series 01 Episode 03 – The Fuzzy Boots Corollary," Good afternoon Penny, so hi, hey. Uh… I was wondering if you had plans for dinner.",Leonard,01,03,['Penny'],2
722,Series 01 Episode 03 – The Fuzzy Boots Corollary," There is an inherent ambiguity in the word dinner. Technically it refers to the largest meal of the day whenever it is consumed, so, to clarify here, by dinner I mean supper.",Leonard,01,03,[],2
724,Series 01 Episode 03 – The Fuzzy Boots Corollary," Or dinner. I was thinking six thirty, if you can go, or a different time.",Leonard,01,03,[],2
726,Series 01 Episode 03 – The Fuzzy Boots Corollary,Really? Great!,Leonard,01,03,[],2
728,Series 01 Episode 03 – The Fuzzy Boots Corollary,Us guys?,Leonard,01,03,[],1
730,Series 01 Episode 03 – The Fuzzy Boots Corollary," They…. might all be there. Or a subset of them might be there, uh, algebraically speaking there are too many unknowns, for example Sheldon had Quizznos for lunch, sometimes he finds that filling, other times he doesn’t, it’s no fault of Quizznos, they have a varied menu.",Leonard,01,03,"['Sheldon', 'Q', 'Q']",3
732,Series 01 Episode 03 – The Fuzzy Boots Corollary,Great. Did we say a time?,Leonard,01,03,[],2
734,Series 01 Episode 03 – The Fuzzy Boots Corollary,And that’s still good for you.,Leonard,01,03,[],1
736,Series 01 Episode 03 – The Fuzzy Boots Corollary,Cos it’s not carved in stone.,Leonard,01,03,[],1
738,Series 01 Episode 03 – The Fuzzy Boots Corollary,I’ll get my chisel.,Leonard,01,03,[],1
740,Series 01 Episode 03 – The Fuzzy Boots Corollary," To… carve the… okay, I’ll see you six thirty.",Leonard,01,03,[],1
742,Series 01 Episode 03 – The Fuzzy Boots Corollary,How do I look?,Leonard,01,03,[],1
744,Series 01 Episode 03 – The Fuzzy Boots Corollary,Can you tell I’m perspiring a little?,Leonard,01,03,[],1
746,Series 01 Episode 03 – The Fuzzy Boots Corollary,Six thirty. ,Leonard,01,03,[],1
748,Series 01 Episode 03 – The Fuzzy Boots Corollary,Is it too much?,Leonard,01,03,[],1
750,Series 01 Episode 03 – The Fuzzy Boots Corollary," By the way, if it should ever come up, you didn’t join us because you stuffed yourself with a chicken carbonara sub at Quizznos. ",Leonard,01,03,[],1
752,Series 01 Episode 03 – The Fuzzy Boots Corollary," No reason. Oh, you know what, maybe this isn’t such a good idea. ",Leonard,01,03,[],2
754,Series 01 Episode 03 – The Fuzzy Boots Corollary," You’re right, alcohol, poor judgement, it could go well.",Leonard,01,03,[],1
756,Series 01 Episode 03 – The Fuzzy Boots Corollary,You could have stopped at “it could go well.”,Leonard,01,03,[],1
758,Series 01 Episode 03 – The Fuzzy Boots Corollary," I mean, I’m a perfectly nice guy. There’s no reason we couldn’t go to the restaurant and have a lovely dinner. Maybe take a walk afterwards, talk about things we have in common, “you love pottery? I love pottery!” You know, there’s a pause, we both know what’s happening, I lean in, we kiss, it’s a little tentative at first but then I realise, she’s kissing me back, and she’s biting my lower lip, you know, she wants me, this thing is going the distance, we’re going to have sex! Oh God! Oh, my God!",Leonard,01,03,[],6
760,Series 01 Episode 03 – The Fuzzy Boots Corollary,I’m having a panic attack.,Leonard,01,03,[],1
762,Series 01 Episode 03 – The Fuzzy Boots Corollary," If I could calm down I wouldn’t be having a panic attack, that’s why they call it a panic attack.",Leonard,01,03,[],1
764,Series 01 Episode 03 – The Fuzzy Boots Corollary,Why?,Leonard,01,03,[],1
766,Series 01 Episode 03 – The Fuzzy Boots Corollary,Okay.,Leonard,01,03,[],1
768,Series 01 Episode 03 – The Fuzzy Boots Corollary,What?,Leonard,01,03,[],1
770,Series 01 Episode 03 – The Fuzzy Boots Corollary," Oh, who am I kidding, I can’t go through with this, you need to call her and cancel.",Leonard,01,03,[],1
772,Series 01 Episode 03 – The Fuzzy Boots Corollary,Yes.,Leonard,01,03,[],1
774,Series 01 Episode 03 – The Fuzzy Boots Corollary,I don’t know. Tell her I’m sick.,Leonard,01,03,[],2
776,Series 01 Episode 03 – The Fuzzy Boots Corollary," Not the kind of illness that will make her want to come over and take care of me, but nothing so critical that she’ll feel uncomfortable going out with me in the future if I want to try this again.",Leonard,01,03,[],1
778,Series 01 Episode 03 – The Fuzzy Boots Corollary,Give me the phone. ,Leonard,01,03,[],1
780,Series 01 Episode 03 – The Fuzzy Boots Corollary,I can’t because if I don’t show up she’ll still be expecting you.,Leonard,01,03,[],1
782,Series 01 Episode 03 – The Fuzzy Boots Corollary," Stop asking me all these questions, I need to take another shower.",Leonard,01,03,[],1
785,Series 01 Episode 03 – The Fuzzy Boots Corollary," Oh, yeah, no. Turns out that Raj and Howard had to work, and Sheldon had a colonoscopy and he hasn’t quite bounced back yet. ",Leonard,01,03,"['Raj', 'Howard', 'Sheldon']",2
787,Series 01 Episode 03 – The Fuzzy Boots Corollary," You’re kidding, well, then, that’s something we have in common. ",Leonard,01,03,[],1
789,Series 01 Episode 03 – The Fuzzy Boots Corollary,We both have people in our lives who… want to nip intestinal polyps in the bud. ,Leonard,01,03,[],1
791,Series 01 Episode 03 – The Fuzzy Boots Corollary,Nothing.,Leonard,01,03,[],1
793,Series 01 Episode 03 – The Fuzzy Boots Corollary," Well, with the exception of string theory, not much has happened since the 1930’s, and you can’t prove string theory, at best you can say “hey, look, my idea has an internal logical consistency.”",Leonard,01,03,[],1
795,Series 01 Episode 03 – The Fuzzy Boots Corollary,What’s new at the Cheesecake Factory?,Leonard,01,03,[],1
797,Series 01 Episode 03 – The Fuzzy Boots Corollary," Good. Good. And what about your, uh, hallway friend.",Leonard,01,03,[],3
800,Series 01 Episode 03 – The Fuzzy Boots Corollary," No, (waves her away) You were saying, but…",Leonard,01,03,[],1
802,Series 01 Episode 03 – The Fuzzy Boots Corollary,Just say the but thing about Doug and then I’ll get her back. ,Leonard,01,03,['Doug'],1
804,Series 01 Episode 03 – The Fuzzy Boots Corollary," Ugh, don’t get me started on rebound sex.",Leonard,01,03,[],1
806,Series 01 Episode 03 – The Fuzzy Boots Corollary," I’m not sure that I do. Um, is that one thirty-six hour experience, or is it thirty six hours spread out over say, one… glorious summer.",Leonard,01,03,[],2
808,Series 01 Episode 03 – The Fuzzy Boots Corollary," Well, chafing, right?",Leonard,01,03,[],1
810,Series 01 Episode 03 – The Fuzzy Boots Corollary," Of course, yeah, emotional chafing. Hey, do you want to see something cool? (Penny nods.) I can make this olive go into this glass without touching it. ",Leonard,01,03,['Penny'],4
812,Series 01 Episode 03 – The Fuzzy Boots Corollary,Physics. (He places the glass over the olive and spins it until the olive gets caught up on the side).,Leonard,01,03,[],2
814,Series 01 Episode 03 – The Fuzzy Boots Corollary," Actually, it’s centripetal force, which is an inward force generated by the glass acting on the olive. (The olive drops.) Excuse me. (Leonard disappears under table.)Now, if you were riding on the olive, you’d be in a non-inertial reference frame, and would (he bangs his head on the underside of the table.)",Leonard,01,03,['Leonard'],5
816,Series 01 Episode 03 – The Fuzzy Boots Corollary," Yeah, I’m okay. Did you spill ketchup?",Leonard,01,03,[],2
818,Series 01 Episode 03 – The Fuzzy Boots Corollary,I’m not okay.,Leonard,01,03,[],1
821,Series 01 Episode 03 – The Fuzzy Boots Corollary," No, no, I’m okay, it’s stopped bleeding.",Leonard,01,03,[],1
823,Series 01 Episode 03 – The Fuzzy Boots Corollary," Yes, but I get car sick too, so…",Leonard,01,03,[],1
825,Series 01 Episode 03 – The Fuzzy Boots Corollary," Sorry about your car, by the way.",Leonard,01,03,[],1
827,Series 01 Episode 03 – The Fuzzy Boots Corollary,The poor guy on the bike. I had a nice time.,Leonard,01,03,[],2
829,Series 01 Episode 03 – The Fuzzy Boots Corollary,Yeah.,Leonard,01,03,[],1
831,Series 01 Episode 03 – The Fuzzy Boots Corollary," This? No. No, of course not, this was just you and me hanging out with a bunch of guys who didn’t show up, because of work and a colonoscopy.",Leonard,01,03,[],3
833,Series 01 Episode 03 – The Fuzzy Boots Corollary," When I take a girl out on a date, and I do, she knows she’s been dated. Capital D. Bold face, underline, like Day-ted. I think I might have a little concussion, I’m going to go lay down for a while, good night. ",Leonard,01,03,[],3
836,Series 01 Episode 03 – The Fuzzy Boots Corollary,Awesome!,Leonard,01,03,[],1
842,Series 01 Episode 04 – The Luminous Fish Effect," Why, did you hit a roadblock with invisibility?",Leonard,01,04,[],1
844,Series 01 Episode 04 – The Luminous Fish Effect,Interesting.,Leonard,01,04,[],1
846,Series 01 Episode 04 – The Luminous Fish Effect," Sounds like a breakthrough, should I call the science magazines and tell them to hold the front cover? (Exiting the apartment.)",Leonard,01,04,[],2
848,Series 01 Episode 04 – The Luminous Fish Effect,Then I guess congratulations are in order.,Leonard,01,04,[],1
850,Series 01 Episode 04 – The Luminous Fish Effect," I know, I’m familiar with you.",Leonard,01,04,[],1
852,Series 01 Episode 04 – The Luminous Fish Effect," Yes, I was there.",Leonard,01,04,[],1
854,Series 01 Episode 04 – The Luminous Fish Effect,What?,Leonard,01,04,[],1
856,Series 01 Episode 04 – The Luminous Fish Effect," Well then we’ll avoid Finkleday, we’ll meet the new department head, congratulate him, shake his hand and go. ",Leonard,01,04,['Fin'],1
858,Series 01 Episode 04 – The Luminous Fish Effect,Mahalo’s a nice touch. ,Leonard,01,04,['Ma'],1
860,Series 01 Episode 04 – The Luminous Fish Effect," Interesting, you should lead with that.",Leonard,01,04,[],1
863,Series 01 Episode 04 – The Luminous Fish Effect,You don’t have buffets in India?,Leonard,01,04,[],1
866,Series 01 Episode 04 – The Luminous Fish Effect,What. (Sees Howard entering with a statuesque blonde) Howard brought a date?,Leonard,01,04,"['Howard', 'Howard']",2
878,Series 01 Episode 04 – The Luminous Fish Effect," Well, you did call him a glorified high-school science teacher whose last successful experiment was lighting his own farts.",Leonard,01,04,[],1
881,Series 01 Episode 04 – The Luminous Fish Effect,Morning,Leonard,01,04,[],1
883,Series 01 Episode 04 – The Luminous Fish Effect,You’re making eggs for breakfast?,Leonard,01,04,[],1
885,Series 01 Episode 04 – The Luminous Fish Effect,Huh? Cos it looks a lot like breakfast.,Leonard,01,04,[],2
887,Series 01 Episode 04 – The Luminous Fish Effect,Sounds yummy. I look forward to your work with bacon.,Leonard,01,04,[],2
889,Series 01 Episode 04 – The Luminous Fish Effect," You know, I’m sure if you just apologised to Gablehauser he would give you your job back.",Leonard,01,04,"['G', '##able']",1
891,Series 01 Episode 04 – The Luminous Fish Effect,Okay. I’ll let you get back to fixing your eggs.,Leonard,01,04,[],2
893,Series 01 Episode 04 – The Luminous Fish Effect,And we all thank you.,Leonard,01,04,[],1
954,Series 01 Episode 04 – The Luminous Fish Effect,What’s with the fish?,Leonard,01,04,[],1
956,Series 01 Episode 04 – The Luminous Fish Effect,What happened to your scrambled egg research?,Leonard,01,04,[],1
958,Series 01 Episode 04 – The Luminous Fish Effect,So… fish. ,Leonard,01,04,[],1
960,Series 01 Episode 04 – The Luminous Fish Effect,Fish nightlights.,Leonard,01,04,[],1
962,Series 01 Episode 04 – The Luminous Fish Effect," Mum’s the word. Sheldon, are you sure you don’t want to just apologise to Gablehauser and get your job back.",Leonard,01,04,"['Sheldon', 'G', '##able']",2
964,Series 01 Episode 04 – The Luminous Fish Effect,Like luminous fish.,Leonard,01,04,[],1
966,Series 01 Episode 04 – The Luminous Fish Effect,Right… I didn’t….,Leonard,01,04,[],1
969,Series 01 Episode 04 – The Luminous Fish Effect,Thank you for coming on such short notice.,Leonard,01,04,[],1
971,Series 01 Episode 04 – The Luminous Fish Effect," I didn’t know what else to do, he’s lost all focus, every day he’s got a new obsession. (They enter the apartment. Sheldon is weaving on a loom. He is wrapped in a poncho.) This is a particularly disturbing one. ",Leonard,01,04,['Sheldon'],5
981,Series 01 Episode 04 – The Luminous Fish Effect,Because one of the great minds of the twenty-first century is raising glow-in-the-dark fish and weaving sarapes. ,Leonard,01,04,[],1
983,Series 01 Episode 04 – The Luminous Fish Effect," Really, when was the last time you left the house.",Leonard,01,04,[],1
985,Series 01 Episode 04 – The Luminous Fish Effect,That was three weeks ago.,Leonard,01,04,[],1
